"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Hospital de Niños ""Víctor J. Vilela""","Concurso de Precios",0,0,"BIOMEDICOS P/ INFUSION ESPECIALIZADOS ""Hosp. Vilela""","33.051.208,63",",00",",00","","10/09/2024","17/09/2024",1693,,,,"ADJUDICATARIO: CARDIO SEREL S.R.L. ítem 3, mejor precio, ítem 10 única propuesta, pesos seiscientos cincuenta y tres mil ciento setenta c/10.- ($ 653.170,10.-); SID SERVICIO DE INTERNACIÓN EN DOMICILIO S.R.L. ítems 8 y 9, única propuesta, pesos catorce millones doscientos cinco mil cuatrocientos cuarenta.- ($ 14.205.440,00.-); DROGUERÍA MONUMENTO
 S.A. ítems  6 y 7, única propuesta, pesos cinco millones setecientos quince mil setecientos trece c/50.- ($ 5.715.713,50.-); DROGUERÍA NEW DROG S.R.L. ítems 1, 2 y 4, mejor precio, pesos tres millones ochocientos sesenta y cuatro mil novecientos diecisiete c/65.- ($ 3.864.917,65.-).-

Articulo 1º: SE DECLARA DESIERTO: ítem 5.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31339",
"Hospital de Niños ""Víctor J. Vilela""","Concurso de Precios",0,0,"BIOMEDICOS P/ TERAPIA INTENSIVA ""Hosp. Vilela""","9.129.912,66",",00",",00","","10/09/2024","17/09/2024",1692,,,,"ADJUDICATARIO: DROGUERÍA COMARSA S.A. ítem 4, calidad, ítems 5, 6 y 7, única propuesta, pesos, dos millones trescientos nueve mil quinientos sesenta y cuatro c/08.- ($ 2.309.564,08.-); UNIC COMPANY S.R.L. ítems 1, 2, 3, 9 y 10, única propuesta, ítem 8, mejor precio, pesos cuatro millones ochocientos treinta y cuatro mil novecientos veinte c/00.- ($ 4.834.920,00.-); DROGUERÍA NEW DROG S.R.L., ítem 11, mejor precio, ítem 12, única propuesta, pesos un millón doscientos veinticuatro mil ochocientos sesenta y uno c/92.- ($ 1.224.861,92.-); GERMAN D. VALLARO, ítems 14 y 15, única propuesta, pesos un millón ciento sesenta y tres mil ciento noventa c/00.- ($ 1.163.190,00.-).-

Articulo 1º: SE DECLARA DESIERTO: ítem 13.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31340",
"Hospital de Niños ""Víctor J. Vilela""","Concurso de Precios",0,0,"BM CATETERES, SONDAS Y EQUIPOS DE USO NORMATIZADO ""Hosp. Vilela""","12.348.893,32",",00",",00","","10/09/2024","17/09/2024",1691,,,,"
ADJUDICATARIO: PROPATO HERMANOS S.A.I.C. ítems 11 y 12, mejor precio, pesos un millón ciento un mil novecientos cuarenta y nueve c/20.- ($ 1.101.949,20.-); DROGUERÍA MONUMENTO S.A. ítem 10, única propuesta, pesos ciento veintiséis mil novecientos c/00.- ($ 126.900,00.-); GERMAN D. VALLARO,  ítem 13, única propuesta, pesos trescientos setenta y  ocho mil setecientos cuarenta c/00.- ($ 378.740,00.-); DROGUERÍA COMARSA S.A. ítems 1, 2 y 3, mejor precio, ítem 24, calidad, pesos quinientos dieciocho mil doscientos treinta y cinco c/77.- ($ 518.235,77.-); AMERICAN FIURE S.A., ítems 5, 9, 17, 18 y 25, única propuesta, ítems 14, 15, 16 y 19, calidad; pesos nueve millones ciento cuarenta y nueve mil quinientos veinte c/00.- ($ 9.149.520,00.-); DROGUERIA NEW DROG S.R.L. ítems 4 y 8, única propuesta, ítem 7, calidad, pesos doscientos setenta y seis mil cincuenta y nueve c/20.- ($ 276.059,20.-).-

Articulo 1º: SE DECLARAN DESESTIMADOs: ítems 6, 20 y 22, por no corresponder a lo solicitado, ítem 21, única oferta vencimiento muy corto.-
Articulo 2º: SE DECLARA DESIERTO: ítem 23.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31341",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Concurso de Precios",21809,2024,"INMUNOGLOBULINAS INESPECIFICAS","31.813.000,00",",00",",00","","10/09/2024","11/09/2024",1649,,,,"RESOLUCION  N.º 001649
Rosario, ""Cuna de la Bandera"" 11 SEP 2024

VISTO el llamado a Concurso de Precios Nro: 18/09 efectuado por el H.E.C.A., dependiente de la Secretaria de Salud Publica, para la adquisición de ?INMUNOGLOBULINAS INESPECIFICAS? , y teniendo en cuenta los informes obrantes en el mencionado legajo.
Y VISTO: La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública.

        Y CONSIDERANDO:  Que de conformidad a la Ordenanza  nro: 10.586 dictada en fecha 18 de diciembre de 2023 debidamente promulgada, el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones instiucioanles municipales en materia social y sanitaria, en su articulo primero,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C se autoriza al  Departamento Ejecutivo Municipal a efectuar por el plazo de 365 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social, sanitaria y habitacional (alquileres) de la población.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente y que permitan con ello, una afectación de los recursos en la mayor atención de las necesidades para la contención social, sanitaria y habitacional (alquileres) de la población.

                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÌA DE SALUD PÙBLICA RESUELVE


ART. 1º: ADJUDICASE: el precitado Concurso en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: DROGUERIA 20 DE JUNIO S.A.. en  el ítem   1  por un importe total de        $ 32.163.052,00 (pesos treinta y dos millones ciento sesenta y tres mil cincuenta y dos con 00/00).

     ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de manera optativa a las siguientes partidas:          
0.08020.1.08.02.0.1.01.1.2.1.02.05.02.27; 0.08020.1.08.02.0.2.01.15.2.1.02.05.02.27;  
0.08020.1.08.02.0.2.01.14.2.1.02.05.02.27 (INMUNOGLOBULINAS INESPECIFICAS)       la cantidad de $ 32.163.052,00 (pesos treinta y dos millones ciento sesenta y tres mil cincuenta y dos con 00/00) del presupuesto  vigente y con estricto cumplimiento del art 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.

","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31351",
"Dirección General de Informática","Licitación Privada",22069,2024,"SERVICIO DE SOPORTE PARA EQUIPAMIENTO FORTINET PARA LA AGENCIA DE MODERNIZACIÓN ROSARIO DIGITAL.-","92.900.000,00","100.000,00",",00","","11/09/2024","21/11/2024",33,,,,"Se ADJUDICA por MEJOR PRECIO los ítems 1 y 2 a la firma DRUIDICS SOLUCIONES INFORMATICAS S.R.L. (CUIT: 30-69824023-3) por un importe total de dólares estadounidenses  U$S 54.409,38 equivalentes a la suma de pesos $52.967.531,43, conforme cotización del Banco de la Nación Argentina de fecha 04/09/2024, al tipo de cambio vendedor.- ","Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31247",
"Secretaría de Desarrollo Humano y Hábitat","Licitación Privada",24450,2024,"COMPRA DE ARTÍCULOS DE BAZAR PARA LA DIRECCIÓN GENERAL DE INTEGRACIÓN COMUNITARIA ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","6.392.482,00","12.784,96",",00","","11/09/2024","18/10/2024",7025,,,,"  Item1 :a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $14.840,00 c/u. Por mejor precio. 
Item2:a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $2.200,00c/u. Por mejor precio. 
Item3 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $5.100,00 c/u. Por mejor precio. 
Item4 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $11.800,00 c/u. Por mejor precio. 
Item5 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO  por la suma de $2.802,00 c/u. Por mejor precio.
Item6 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.313,62 c/u. Por mejor precio.
Item7 : a la firma:  LA ISLA DE LA FANTASIA S.R.L. por la suma de $275,00 c/u. Por mejor precio. 
Item8 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $590,53 c/u. Por mejor precio. 
Item9 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $8.685,19 c/u. Por única propuesta y precio corriente en plaza.
Item10 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $590,00 c/u. Por mejor precio. 
Item11 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $397,70 c/u. Por mejor precio. 
Item12 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $6.983,90 c/u. Por única propuesta y precio corriente en plaza.
Item13 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $590,00 c/u. Por mejor precio. 
Item14 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $8.073,57 c/u. Por única propuesta y precio corriente en plaza.
Item15 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $1.950,00 c/u. Por mejor precio. 
Item16 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $1.950,00 c/u. Por mejor precio. 
Item17 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $15.838,00 c/u. Por única propuesta y precio corriente en plaza.
Item18 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $1.200,00 c/u. Por mejor precio. 
Item19 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.606,88 c/u. Por única propuesta y precio corriente en plaza.
Item20 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.878,04 c/u. Por única propuesta y precio corriente en plaza.
Item21 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $2.812,04 c/u. Por única propuesta y precio corriente en plaza.
Item22 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $6.800,00 c/u. Por mejor precio. 
Item23 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $14.158,62 c/u. Por única propuesta y precio corriente en plaza.
Item24 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $1.400,00 c/u. Por mejor precio. 
Item25 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $510,00 c/u. Por mejor precio. 
Item26 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $10.500,00 c/u. Por mejor precio. 
Item27 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $15.250,00 c/u. Por mejor precio. 
Item28 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $18.271,23 c/u. Por mejor precio.
Item29 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $24.866,47 c/u. Por mejor precio.
Item30 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $28.107,34 c/u. Por mejor precio.
Item31 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $32.577,48 c/u. Por mejor precio.
Item32 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $37.751,64 c/u. Por mejor precio.
Item33 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $54.129,76 c/u. Por mejor precio.
Item34 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $800,00 c/u. Por mejor precio.
Item35 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $7.100 c/u. Por mejor precio.
Item36 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $14.320,00 c/u. Por mejor precio.
Item37 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.544,61 c/u. Por única propuesta y precio corriente en plaza.
Item38 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $2.400,00 c/u. Por mejor precio.
Item39 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $4.017,20 c/u. Por mejor precio.
Item40 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $3.778,18 c/u. Por única propuesta y precio corriente en plaza.
Item41 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $2.700,00 c/u. Por mejor precio.
Item42 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $3.696,33 c/u. Por mejor precio.
Item43 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $7.400,00 c/u. Por mejor precio.
Item44 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $9.700,00 c/u. Por mejor precio.
Item45 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $3.300,00 c/u. Por mejor precio.
Item46 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $2.300,00 c/u. Por mejor precio.
Item47 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $3.150,00 c/u. Por mejor precio.
Item48 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $7.500,00 c/u. Por mejor precio.
Item49 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $8.032,00 c/u. Por mejor precio.
Item50 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $1.400,00 c/u. Por mejor precio.
Item51 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $2.500,00 c/u. Por mejor precio.
Item52 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $3.159,13 c/u. Por mejor precio.
Item53 : a la firma: HORCADA MARCELO, HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $2.052,79 c/u. Por mejor precio.
Item54 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $590,00 c/u. Por mejor precio.
Item55 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $6.900,00 c/u. Por mejor precio.
Item56 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $5.050,00 c/u. Por mejor precio.
Item57 : a la firma: LA ISLA DE LA FANTASIA S.R.L. por la suma de $273,00 c/u. Por mejor precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31253",
"Secretaría de Cultura y Educación","Concurso de Precios",22150,2024,"Servicio de alojamiento en hotel 3 estrellas para actividades culturales organizadas por la Dirección General de Gestión Territorial.","2.832.000,00",",00",",00","","11/09/2024","16/09/2024",489,,,,"Se adjudica el presente llamado a Concurso de Precios a ROBERTA ROSA DE FONTANA FIDEICOMISO (Roberta Rosa de Fontana Suites), por mejor precio, por la suma total de $ 2.832.000.- (Pesos Dos Millones Ochocientos Treinta y Dos Mil).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31304",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",50319,2024,"COMPRA DE BOMBAS DE AGUA PARA LOS PARQUE HUERTA DEPENDIENTE DE LA SUBSECRETARÍA DE ECONOMÍA SOCIAL ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","1.865.057,70",",00",",00","","11/09/2024","02/10/2024",6683,,,,"Item 1: A la firma: DE HARO, GERARDO FABIO  por la suma de $156.392,50 c/u. Por mejor precio. 
Item 2: A la firma: DE HARO, GERARDO FABIO  por la suma de $340.312,50 c/u. Única propuesta y precio corriente en plaza. ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31308",
"Secretaría de Salud Pública","Concurso de Precios",120940,2024,"COMPRA DE MEDICAMENTOS ESENCIALES Y DE PROGRAMA",",00",",00",",00","","11/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31342",
"Dirección General de Sistemas Inteligentes de Transito","Concurso de Precios",4,2024,"Provisión de bidones de agua y dispensers para la Dir. Gral. de Sistemas Inteligentes de Transito  ","1.010.000,00",",00",",00","","11/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31344",
"Banco Municipal de Rosario - Sucursal  Alberdi","Licitación Pública",1,2024,"PROVISIÓN LUMINARIAS LED ETAPA VI - BMR MANDATOS Y NEGOCIOS S.A - AGENTE FIDUCIARIO FIDEICOMISO RAMCC.-","250.000.000,00",",00",",00","","12/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31237",
"APS (S.S.P.)","Licitación Privada",111640,2024,"PANELES DE SENSIBILIDAD BACTERIANA R.S.PEÑA / V.J.VILELA","26.784.997,54",",00","53.570,00","","12/09/2024","18/09/2024",1705,,,,"Rosario,  ""CUNA DE LA BANDERA""  18/09/2024

 VISTO el llamado a Licitación Privada Nº 11-164/24 efectuado por la DIRECCIÓN DE BIOQUÍMICA dependiente de la Secretaría de Salud Pública para la adquisición de PANELES DE SENSIBILIDAD BACTERIANA R.S.PEÑA / V.J.VILELA teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE

ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    TOTARO, DÉBORA LUCRECIA, en el/los ítem/s 1, 2, 3, 4, 5, 6, 7, 8, 9 y 10, por un importe total de $ 26.779.115,00 (pesos veintiséis millones setecientos setenta y nueve mil ciento quince con 00/100.-)

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable en forma optativa de la siguiente manera:

0.08013.1.08.11.2.01.14.2.1.02.05.02.09;   0.08013.1.08.11.2.01.15.2.1.02.05.02.09; 0.08013.1.08.11.2.01.17.2.1.02.05.02.09;    0.08013.1.08.11.1.01.01.2.1.02.05.02.09

 (OTROS SIN DISCRIMINAR) la cantidad de $ 26.779.115,00 (pesos veintiséis millones setecientos setenta y nueve mil ciento quince con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31266",
