"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",11236,2023,"COMPRA DE RESMAS PARA LA DIRECCIÓN GENERAL DE INTEGRACIÓN COMUNITARIA ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","264.600,00",",00",",00","","02/03/2023","07/03/2023",1440,,,,"A la firma AMELONG, JOSE MAURICIO por la suma de $1.990,00 c/u por mejor precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27092",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",7895,2023,"-BIS- COMPRA DE ARTÍCULOS DE BAZAR PARA LA SUBSECRETARÍA DE ECONOMÍA SOCIAL ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","294.122,30",",00",",00","","02/03/2023","31/03/2023",1887,,,,"Item 1: A la Firma ARDIZZI, AQUILES MAXIMILIANO por la suma de $1.285,00 c/u. Por mejor precio
	Item 2: A la Firma MANSO, ANGEL ALBERTO por la suma de $5.305,00 c/u. Por mejor precio
	Item 3: A la Firma MANSO, ANGEL ALBERTO por la suma de $5.978,00 c/u.  Por mejor precio
	Item 4: A la Firma MANSO, ANGEL ALBERTO por la suma de $8.045,00 c/u. Por única propuesta y precio corriente en plaza
	Item 5: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $15.721,31 c/u. Por mejor precio
	Item 6: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $4.545,46 c/u.  Por mejor precio
	Item 7: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $8.962,37 c/u. Por mejor precio
	Item 8: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $18.668,93 c/u. Por mejor precio
	Item 9: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $6.311,02 c/u. Por mejor precio
	Item 10: A la Firma MANSO, ANGEL ALBERTO por la suma de 6.777,00 c/u. Por mejor precio
	Item 11: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $6.181,47 c/u.  Por mejor precio
	Item 12: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $974,17 c/u. Por mejor precio
	Item 13: A la Firma MANSO, ANGEL ALBERTO por la suma de $991,00 c/u. Por única propuesta y precio corriente en plaza
	Item 14: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $586,51 c/u. Por mejor precio
	Item 15: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $733,14 c/u. Por mejor precio
	Item 16: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $878,76 c/u. Por mejor precio
	Item 17: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $176,76 c/u.  Por mejor precio
	Item 18: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $331,42 c/u.  Por mejor precio
	Item 19: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.590,81 c/u.  Por mejor precio
	Item 20: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $2.052,79 c/u. Por mejor precio
	Item 21: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $1.880,05 c/u. Por mejor precio
	Item 22: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $4.477,17 c/u. Por mejor precio
	Item 23: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $5.198,26 c/u. Por mejor precio
	Item 24: A la Firma MANSO, ANGEL ALBERTO por la suma de $2.115,00 c/u.  Por mejor precio
	Item 25: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $4.351,63 c/u. Por mejor precio
	Item 26: A la Firma MANSO, ANGEL ALBERTO por la suma de  $2.485,00 c/u. Por mejor precio
	Item 27: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de   $4.921,07 c/u. Por mejor precio
	Item 28: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $5.938,43 c/u. Por mejor precio
	Item 29: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $1.189,09 c/u. Por mejor precio
	Item 30: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.486,36 c/u.  Por mejor precio
	Item 31: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $1.179,05 c/u. Por mejor precio
	Item 32: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $1.218,22 c/u. Por mejor precio
	Item 33: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de $17.520,01 c/u. Por mejor precio
	Item 34: A la Firma MANSO, ANGEL ALBERTO por la suma de $2.418,00 c/u. Por mejor precio
	Item 35: A la Firma MANSO, ANGEL ALBERTO por la suma de  $4.036,00 c/u. Por mejor precio
	Item 36: A la Firma HORCADA MARCELO,HORCADA GUSTAVO, HORCADA FERNANDO por la suma de  $532,28 c/u. Por mejor precio
	Item 37: A la Firma MANSO, ANGEL ALBERTO por la suma de $3.522,00 c/u. Por mejor precio
	Item 38: A la Firma ARDIZZI AQUILES MAXIMILIANO por la suma de $2.045,00 c/u. Por mejor precio
	Item 39: A la Firma MANSO, ANGEL ALBERTO por la suma de  $3.082,00 c/u. Por mejor precio
	Item 40: A la Firma MANSO, ANGEL ALBERTO por la suma de $ 2.178,00 c/u. Por mejor precio
	Item 41: A la Firma MANSO, ANGEL ALBERTO por la suma de $2.450,00 c/u. Por mejor precio
	Item 42: A la Firma MANSO, ANGEL ALBERTO por la suma de $410,00 c/u.  Por mejor precio
	Item 43: A la Firma MANSO, ANGEL ALBERTO por la suma de  $1.165,00 c/u. Por mejor precio
	Item 44: A la Firma MANSO, ANGEL ALBERTO por la suma de $1.085,00 c/u.  Por mejor precio","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27094",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",12996,2023,"CONTRATACIÓN DEL SERVICIO DE SEGURIDAD PARA PARQUE HUERTA NORTE, PUNTO CUIDAR LATINOAMERICANO Y PARADA OESTE DEPENDIENTES DE LA SUBSECRETARÍA DE ECONOMÍA SOCIAL ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","1.587.200,00",",00",",00","","02/03/2023","03/03/2023",1412,,,,"Ítem 1: A la firma: CUBRIR SERVICIOS EMPRESARIOS S.A. por la suma de $1.914,90 h/h, por única propuesta y precio corriente en plaza.
		Ítem 2: A la firma:CUBRIR SERVICIOS EMPRESARIOS S.A. por la suma de $1.914,90 h/h, por única propuesta y precio corriente en plaza.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27115",
"APS (S.S.P.)","Licitación Privada",0,0,"Medicamentos que actúan en el sistema nervioso central y psicofármacos.-","5.495.265,20","14.837,22",",00","","03/03/2023","27/03/2023",576,,,,"ART. 1º: DESESTÍMASE el ítem 22, debido a que las ofertas presentadas superan en mas de un 20% el presupuesto estimado.-
	ART. 2º: ADJUDÍCASE la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-
	ADJUDICATARIO: NUEVA ERA ROSARIO S.R.L. Ítem 2, 3, 5, 6, 8, 14, 16, 17, 18, 21 por un importe total de pesos dos millones doscientos treinta y ocho mil seiscientos cincuenta y seis con 40/100.- ($ 2.238.656,40), DROGUERÍA COMPAÑÍA FARMACÉUTICA S.R.L. ítem 15, 19 por un importe total de pesos un millón cien mil novecientos veintiocho ($ 1.100.928,00), DROGUERÍA BOSCH - GRUPO BOSCH S.C. Ítem 1, 4, 7, 9, 12, 13, 20 por un importe total de pesos un millón seiscientos noventa y dos mil cuatrocientos noventa y ocho con 60/100.- ($ 1.692.498,60), DROGERÍA LIDER S.R.L. Ítem 11 por un importe total de pesos ochenta y nueve mil cuatrocientos ($ 89.400,00), DROGUERÍA COMARSA S.A. Ítem 10 por un importe total de pesos cien mil novecientos ochenta ($ 100.980,00).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26976",
"APS (S.S.P.)","Licitación Privada",0,0,"Complejidad - Tiroides complementario. Dirección de Bioquímica.-","6.277.050,00","16.948,04",",00","","03/03/2023","02/05/2023",881,,,," ADJUDICATARIO: SIEMENS HEALTHCARE  S.A.  ítem  1, 2 y 3   por un importe total de pesos seis millones doscientos setenta y siete  mil ciento cuarenta y siete con 25/100 ($ 6.277.147,25).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27002",
"APS (S.S.P.)","Licitación Privada",0,0,"Biología Molecular - Virus Respiratorios. Dirección de Bioquímica.","6.156.000,00","16.621,20",",00","","03/03/2023","02/05/2023",882,,,," ADJUDICATARIO: SIEMENS HEALTHCARE  S.A.  ítem  1   por un importe total de pesos  seis millones ciento cuarenta y siete mil novecientos veintisiete  con 72/100($ 6.147.927,72).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27011",
"Servicio Urbano de Mantenimiento Ambiental Rosario (Sumar)","Licitación Pública",94,2023,"ADQUISICION DE UNIFORMES DE TRABAJOS DE INVIERNO Y CALZADO DE SEGURIDAD PARA EL PERSONAL DEL ENTE AUTARQUICO SERVICIO URBANO DE MANTENIMIENTO AMBIENTAL ROSARIO - SUMAR ","11.505.850,00","10.000,00",",00","","03/03/2023","19/12/2024",0,,,,"Se ADJUDICA por ÚNICA PROPUESTA y PRECIO CORRIENTE EN PLAZA a BARILOCHE INDUMENTARIA S.R.L.  por un monto total de $12.478.600.-
Se DESESTIMA la oferta al item 10.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27030",
"Secretaría de Modernización y Cercanía","Concurso de Precios",2,2023,"LUMINARIA PARA el CMD Centro ""Antonio Berni"" ","310.700,00",",00",",00","","03/03/2023","17/03/2023",0,,,,"Se adjudica a SEMPRINI NICOLAS , por mejor precio por la suma total de $205.105.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27101",
"APS (S.S.P.)","Licitación Privada",0,0,"Adquisición de 6 Equipos de Aire Acondicionado. Dirección de Bioquímica.","1.974.000,00","3.948,00",",00","","06/03/2023","16/03/2023",511,,,," ART. 1º: DECLARASE DESIERTO  los ítems 2 y 3 sin ofertas.

                    ART. 2º: DESESTÍMESE:     la oferta alternativa de Rosario Confort SRL en el item 1 por no corresponder a lo solicitado.-
                         
                       ART. 3º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-
  ADJUDICATARIO: ROSARIO CONFORT S.R.L. ítem  1 y 4  por un importe total de pesos   setecientos noventa y cinco mil ($795.000,00).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27001",
"APS (S.S.P.)","Licitación Privada",0,0,"Anatomía Patológica. Estudio Molecular para HPV. Dirección de Bioquímica","6.300.000,00","17.010,00",",00","","06/03/2023","31/03/2023",621,,,,"ADJUDICATARIO: PRODUCTOS ROCHE S.A.Q.e.I ítem 1 por un importe total de pesos   seis millones doscientos noventa y nueve mil novecientos ochenta y seis  ($6.299.986,00) .-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27027",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",0,0,"FORMULAS PARA ALIMENTACION PARENTERAL Y ENTERAL NORMATIZADAS","2.896.000,00",",00","5.792,00","","06/03/2023","16/03/2023",512,,,,"RESOLUCIÓN Nº   000512


?CUNA DE LA BANDERA?, 16 de marzo de 2023.-



VISTO el llamado a Licitación Privada Nº02-053/23 efectuado por el H.E.C.A. para la adquisición de ?FORMULAS PARA ALIMENTACION PARENTERAL Y ENTERAL NORMATIZADAS? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE


ART. 1º ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-


ADJUDICATARIO: COMPAÑIA FARMACEUTICA S.R.L., en el/los ítem/s -1 y 2 por un importe total de $ 771.777,44 (pesos setecientos setenta y un mil setecientos setenta y siete con 44),

ADJUDICATARIO: DROGUERIA KELLERHOFF S.A., en el/los ítem/s -3 por un importe total de $ 2.088.334,50 (pesos dos millones ochenta y ocho mil trescientos treinta y cuatro con 50/00),



         ART. 2º: EL GASTO: que demande el cumplimiento de la presente Resolución deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable, de la manera ptativa a las siguientes partidas:     

 0.08020.1.08.02.0.2.01.14.2.1.02.05.02.11,  0.08020.1.08.02.0.2.01.15.2.1.02.05.02.11 y/o  0.08020.1.08.02.0.1.01.01.2.1.02.05.02.11 (FORMULAS PARA ALIMENTACION PARENTERAL Y ENTERAL NORMATIZADAS) la cantidad de $ 2.860.111,94 (pesos dos millones ochocientos sesenta mil ciento once con 94/00) del presupuesto vigente y con estricto cumplimiento del Art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.

","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27048",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",0,0,"BIOMEDICOS PARA INTERNACION DE BAJA COMPLEJIDAD Y QUIROFANO_Suturas Mecánicas_","1.850.000,00",",00","3.700,00","","06/03/2023","23/03/2023",559,,,,"RESOLUCIÓN Nº 000559
ROSARIO, ?CUNA DE LA BANDERA? 23 de marzo de 2023

VISTO el llamado a Licitación Privada Nº 02-055/23 efectuado por el H.E.C.A. para la adquisición de ?BIOMEDICOS PARA INTERNACION DE BAJA COMPLEJIDAD Y QUIROFANO?, dependiente de la Secretaria de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

        ART. 1º: DECLARASE DESIERTO: Items N.º 2.

ART. 2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-


ADJUDICATARIO:  IN OUT MEDICAL DE MARIA CRISTINA KAIAL, en los ítems 1, 3, 4, 5, 6 y 10 por un importe total de $ 1.757.120,00 (pesos un millón setecientos cincuenta y siete mil ciento veinte con 00/00) 


ADJUDICATARIO:  PROMEDON S.A., en los ítems 7, 8, y 9 por un importe total de $ 659.726,03 (pesos seiscientos cincuenta y nueve mil setecientos veintiseis con 03/00) 

     ART. 3º: EL GASTO: que demande el cumplimiento de la presente Resolución deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable, de manera optativa a las siguientes partidas:  
0.08020.1.08.02.0.2.01.15.2.1.02.09.05.27;    0.08020.1.08.02.0.2.01.14.2.1.02.09.05.27;      0.08020.1.08.02.0.1.01.1.2.1.02.09.05.27 (BIOMEDICOS PARA INTERNACION DE BAJA COMPLEJIDAD Y QUIROFANO) la  cantidad de $ 2.416.846,03  ( pesos dos millones cuatrocientos dieciseis mil ochocientos cuarenta y seis con 03/00) del presupuesto vigente y con estricto cumplimiento del Art. 55 de la Ordenanza de Contabilidad, según corresponda.-
ART. 4º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27050",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",0,0,"BIOMEDICOS DE USO NORMATIZADO","702.900,00",",00","1.406,00","","06/03/2023","21/03/2023",537,,,,"   RESOLUCION Nro.: 0537

        Rosario, ?CUNA DE LA BANDERA?, 21 de Marzo de 2023

VISTO el llamado a Licitación Privada Nº 02-057/23 efectuado por el H.E.C.A. para la adquisición de ?BIOMEDICOS DE USO NORMATIZADO? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE:

     ART. 1º: DECLARASE DESIERTO:  Item N°8: Desierto, sin oferentes.-
    
    ART. 2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: ROYAL FARMA S.A. , en el/los ítem/s 09y10 por un importe total de $ 110.893,10 (pesos ciento diez mil ochocientos noventa y tres con 10/00)
ADJUDICATARIO: DROG. NEW DROG S.R.L., en el/los ítem/s 4y5 por un importe total de $ 319.211,40 (pesos trescientos dicinueve mil doscientos once con 40/00)
ADJUDICATARIO: DROG. COMARSA S.A., en el/los ítem/s 1,3y6 por un importe total de $ 44.701,40 (pesos cuarenta y cuatro mil setecientos uno con 40/00)
ADJUDICATARIO: DROG. NUEVA ERA ROSARIO S.R.L. , en el/los ítem/s -11 por un importe total de $ 180.000,00 (pesos ciento ochenta mil con 00/00)
ADJUDICATARIO: PROPATO HNOS. S.A.I.C., en el/los ítem/s 2y7 por un importe total de $ 116.792,46 (pesos ciento dieciseis mil setecientos noventa y dos con 46/00)


       ART. 3º: EL GASTO: que demande el cumplimiento de la presente Resolución deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable, de la siguiente manera:
    A la partida: 0.08020.1.08.02.0.2.01.14.2.1.02.09.05.02 ó 0.08020.1.08.02.0.2.01.15.2.1.02.09.05.02 ó 0.08020.1.08.02.0.1.01.01.2.1.02.09.05.02 (BIOMEDICOS DE USO NORMATIZADO) la cantidad de $ 771.598,36 (pesos setecientos setenta y un  mil quinientos noventa y ocho con 36/00) del presupuesto vigente y con estricto cumplimiento del Art.55 de la Ordenanza de Contabilidad; según corresponda.-


        ART. 4º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27080",
